anime_id,name,genre,type,episodes,rating,members
30484,Steins;Gate 0,"Sci-Fi, Thriller",,0.0,0.0,60999
34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",,0.0,0.0,22748
33352,Violet Evergarden,"Drama, Fantasy",,0.0,0.0,20564
33248,K: Seven Stories,"Action, Drama, Super Power, Supernatural",,0.0,0.0,22133
33845,Free! (Shinsaku),"School, Sports",,0.0,0.0,8666
33475,Busou Shoujo Machiavellianism,"Action, School, Shounen",,0.0,0.0,1896
31456,Code:Realize: Sousei no Himegimi,"Adventure, Fantasy, Romance, Shoujo",,0.0,0.0,4017
34332,Flying Babies,Others,,0.0,0.0,22
34280,Gamers!,"Comedy, Romance, School",,0.0,0.0,1045
34485,Ganko-chan,Others,,0.0,0.0,11
32455,Gekidol,Music,,0.0,0.0,586
31433,Ginga Eiyuu Densetsu (2017),"Action, Drama, Military, Sci-Fi, Space",,0.0,0.0,3969
28613,Ginga Jinpuu Jinraiger,"Action, Adventure, Mecha",,0.0,0.0,627
34279,Grancrest Senki,"Action, Fantasy",,0.0,0.0,360
33899,IDOLiSH7,"Music, Shoujo",,0.0,0.0,1048
34012,Isekai Shokudou,"Comedy, Fantasy, Mystery",,0.0,0.0,749
30448,Mirai Arise,Sci-Fi,,0.0,0.0,4044
34262,Oushitsu Kyoushi Haine,"Comedy, Historical, Shounen",,0.0,0.0,321
33185,Peace Maker Kurogane (Shinsaku),"Action, Comedy, Historical, Samurai, Shounen",,0.0,0.0,939
24023,Project758,Drama,,0.0,0.0,455
34348,Rescue Academia,Drama,,0.0,0.0,65
32032,Seikaisuru Kado,Others,,0.0,0.0,1797
33478,UQ Holder!,"Action, Fantasy, Magic, Sci-Fi, Shounen",,0.0,0.0,2341
34382,Citrus,"Drama, Romance, School, Yuri",,0.0,0.0,2459
33654,Hitorijime My Hero,Yaoi,,0.0,0.0,1574
