anime_id,name,genre,type,episodes,rating,members
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School",ONA,6,7.32,60139
16774,Inferno Cop,"Action, Police",ONA,13,7.32,37500
32543,Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",ONA,13,7.31,740
20505,Kimi to Boku,"Drama, Slice of Life",ONA,1,7.3,1276
34178,Inazuma Eleven: Outer Code,Sports,ONA,Unknown,7.28,1072
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,7.26,9208
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,17584
30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,26147
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",ONA,3,7.23,15203
1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",ONA,26,7.22,28097
6280,Cat Shit One,"Action, Fantasy, Military",ONA,1,7.22,19762
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,6,7.22,31544
33080,Brotherhood: Final Fantasy XV,Action,ONA,5,7.18,29445
6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190
34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,18,7.21,295
23285,Poulette no Isu,"Comedy, Kids, Slice of Life",ONA,1,7.16,3675
30925,Gatchaman Crowds Insight: Inbound,"Adventure, Sci-Fi",ONA,1,7.11,14786
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
31105,Buddy Complex: Daremo Shiranai Ashita e,"Action, Mecha, Sci-Fi",ONA,1,7.07,987
30514,Nisekoimonogatari,Music,ONA,1,7.04,17116
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,"Comedy, Parody",ONA,1,7.03,18934
28431,Pokemon Omega Ruby &amp; Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids",ONA,1,7.04,4068
3456,Candy☆Boy: Side Story For Archive,"Romance, School, Shoujo Ai",ONA,1,7.02,20294
24169,Detective Conan: The Fugitive Kogorou Mouri,"Comedy, Mystery",ONA,1,7.02,2403
33546,Monster Strike: Mermaid Rhapsody,"Action, Fantasy, Game",ONA,1,7.0,854
10893,Kyousou Giga,"Action, Fantasy, Supernatural",ONA,1,6.98,31096
25045,Barakamon: Mijikamon,Comedy,ONA,13,6.97,18119
6890,Ontama!,"Comedy, Magic, Seinen, Slice of Life",ONA,5,6.97,1653
21065,Yakusoku (ONA),"Drama, Music",ONA,1,6.97,615
14751,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo",ONA,26,6.96,69702
21333,Kazoku no Hanashi,"Drama, Music",ONA,1,6.92,436
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,3,6.91,5949
29087,Wangpai Yushi,"Comedy, Fantasy, School, Shounen, Supernatural",ONA,39,6.9,1184
30412,Shi Xiong,"Action, Comedy, Horror",ONA,41,6.87,566
4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life",ONA,22,6.85,12195
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032
10532,Working&#039;!! Announcement Specials,Comedy,ONA,2,6.84,8973
4069,Pucca,"Comedy, Romance",ONA,46,6.83,4211
7229,Black Jack ONA,Drama,ONA,12,6.82,1297
32946,Gyakuten Saiban 6 Prologue,Mystery,ONA,1,6.81,1108
1593,Azumanga Web Daioh,"Comedy, School, Slice of Life",ONA,1,6.81,21904
8187,Fumiko no Kokuhaku,Comedy,ONA,1,6.81,13829
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy,ONA,14,6.8,8472
25241,Akame ga Kill! Theater,Comedy,ONA,24,6.78,26852
32287,Kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",ONA,1,6.79,3581
23439,Toki wa Meguru: Tokyo Station,Slice of Life,ONA,1,6.78,2862
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen",ONA,20,6.76,21416
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"Comedy, Romance",ONA,1,6.76,28032
16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen",ONA,16,6.76,2017
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",ONA,3,6.75,1477
29089,Yaoguai Mingdan,"Action, Comedy, Ecchi, Fantasy, Romance",ONA,18,6.72,4388
11103,Busou Shinki Moon Angel,"Action, Sci-Fi",ONA,10,6.68,9743
5957,Nyoro-n Churuya-san,Comedy,ONA,13,6.68,21340
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,"Adventure, Drama, Sci-Fi",ONA,5,6.67,378
30757,Monster Strike,"Action, Fantasy, Game",ONA,51,6.66,7089
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125
33309,Jie Mo Ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,19389
5583,Sonic: Night of the WereHog,Action,ONA,1,6.63,3424
12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559
32728,Sensou no Tsukurikata,"Drama, Kids",ONA,1,6.62,97
2210,Tooi Sekai,"Drama, Romance",ONA,1,6.62,11347
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.6,3083
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1,6.6,2219
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3,6.6,1763
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Mecha, Sci-Fi",ONA,1,6.59,2062
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.59,12077
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life",ONA,60,6.59,13801
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game",ONA,1,6.58,313
34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12,6.56,16663
23605,Ninja Slayer From Animation,Action,ONA,26,6.56,26062
3535,Neko Ramen,Comedy,ONA,13,6.55,2059
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids",ONA,2,6.55,624
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",ONA,24,6.53,1877
16331,Next A-Class,"Action, Cars, Sci-Fi",ONA,1,6.53,4394
28205,Fastening Days,"Kids, Magic",ONA,2,6.52,3076
32412,Kigyou Senshi Arslan,"Comedy, Parody",ONA,6,6.51,2323
16690,My Life,"Drama, Slice of Life",ONA,1,6.52,1507
22113,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School",ONA,4,6.51,1967
34239,Mutsugo to Ouma no Monogatari,"Comedy, Parody",ONA,6,6.47,1489
33934,Trigger-chan,Action,ONA,1,6.51,5051
4418,Catman Series II,"Comedy, Fantasy, Slice of Life",ONA,8,6.49,755
1734,Ajimu: Kaigan Monogatari,"Comedy, Drama, Romance, School",ONA,4,6.48,9102
20965,Wonder Garden,Fantasy,ONA,1,6.48,2855
825,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,4,6.47,8497
8743,Memory (ONA),"Drama, Military, Sci-Fi, Slice of Life",ONA,1,6.47,1505
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),"School, Shoujo",ONA,4,6.46,546
28673,Duan Nao,"Mystery, Sci-Fi, Shounen, Thriller",ONA,16,6.42,1812
33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,6.44,1885
13563,The Four Seasons,Slice of Life,ONA,4,6.42,1190
14077,Blood-C: None-None Gekijou,"Comedy, Parody",ONA,7,6.41,5273
33192,Robot Town Sagami 2028,Drama,ONA,1,6.41,386
21077,Kakumeiki Valvrave Recaps,"Action, Mecha",ONA,3,6.39,1924
7505,Knyacki!,"Comedy, Drama, Fantasy, Kids",ONA,Unknown,6.38,242
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"Comedy, Magic",ONA,6,6.38,13068
8533,Hana no Kage,"Demons, Drama, Historical, Romance",ONA,1,6.37,987
18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.35,22127
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",ONA,1,6.35,1217
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.34,16438
24713,Miss Monochrome: The Animation - Soccer-hen,"Comedy, Slice of Life, Sports",ONA,1,6.34,5455
30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1,6.34,1271
12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1,6.33,2609
17295,Cosmic Break,"Drama, Game, Mecha",ONA,4,6.32,280
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.32,4503
18449,Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space",ONA,1,6.32,1169
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244
6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1,6.31,1140
7705,Starry☆Sky,"Harem, School, Shoujo",ONA,26,6.31,37155
1828,Catblue: Dynamite,"Action, Fantasy",ONA,1,6.3,1311
29035,Robot Girls Z Plus,"Comedy, Mecha, Parody",ONA,6,6.3,3863
15979,Eureka Seven AO: Aratanari Fukaki Ao,"Comedy, Slice of Life",ONA,10,6.29,3331
4419,Catman,"Comedy, Fantasy, Slice of Life",ONA,7,6.28,1555
3962,Chocolate Underground,"Comedy, Kids",ONA,13,6.28,9351
32932,Choujuu Giga,Romance,ONA,Unknown,6.28,466
33808,Girlfriend (Note),"Music, School",ONA,3,6.28,1942
14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256
33045,Dream Festival!,Music,ONA,12,6.27,4761
24127,Hashi no Mukou,"Historical, Horror, Supernatural",ONA,1,6.25,792
32548,Imawa no Kuni no Alice,Action,ONA,1,6.25,824
4187,Megumi,Historical,ONA,1,6.25,1105
7770,Yutori-chan,"Comedy, Slice of Life",ONA,25,6.25,3516
9846,Attraction,Mystery,ONA,1,6.24,1430
9423,Koko ni Iru,Slice of Life,ONA,1,6.24,401
32959,Mirai no Watashi,"Comedy, Slice of Life",ONA,1,6.24,1089
756,School Days ONA,"Drama, Romance, School",ONA,1,6.24,21104
30916,The Five Killers,Action,ONA,1,6.24,312
10354,Kakomareta Sekai,Drama,ONA,1,6.22,786
17237,Peeping Life: World History,"Comedy, Historical, Slice of Life",ONA,40,6.21,361
1055,Blame!,"Mecha, Sci-Fi",ONA,6,6.2,13802
9911,Houkago no Pleiades,Magic,ONA,4,6.2,13618
31402,Soul Worker: Your Destiny Awaits,"Action, Fantasy, Sci-Fi",ONA,5,6.2,430
33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,"Shounen, Sports",ONA,6,6.2,1867
29975,Gunslinger Stratos,"Action, Sci-Fi",ONA,1,6.19,2666
17887,Ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804
21587,Mou Hitotsu no Mirai wo.,Sci-Fi,ONA,3,6.19,6580
20355,Zeonic Toyota Special Movie,Cars,ONA,2,6.19,1251
29876,Chu Feng: B.E.E,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6,6.17,11481
18953,Hitotsubu ni Kawaranu Ai wo Komete,"Magic, Slice of Life",ONA,1,6.17,1287
5085,Nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.17,4125
32248,Masamune Datenicle,"Action, Historical, Samurai, Super Power",ONA,Unknown,6.16,846
33281,Mori no Andou,Comedy,ONA,1,6.17,623
10766,Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2,6.15,2587
33734,Samurai Noodles: The Originator,"Historical, Samurai",ONA,1,6.15,254
10736,Precure kara Minna e no Ouen Movie,"Fantasy, Magic, Shoujo",ONA,1,6.14,893
19581,Houseki no Kuni,"Fantasy, Sci-Fi, Seinen",ONA,1,6.13,1156
12755,Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,1,6.13,1039
29823,Channel 5.5 3rd Season,"Comedy, Parody",ONA,4,6.12,280
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai","Romance, Slice of Life",ONA,1,6.12,204
14537,Cinnamon no Parade,Fantasy,ONA,1,6.1,186
31865,Kare Baka: Wagahai no Kare wa Baka de R,"Comedy, Romance, School",ONA,8,6.1,4391
4460,Kikumana,"Dementia, Psychological",ONA,1,6.1,4723
31072,Show By Rock!!: Legend of Shingan Crimsonz,"Comedy, Music",ONA,3,6.1,516
25049,Sushi Ninja,"Action, Comedy, Fantasy",ONA,Unknown,6.1,287
31064,Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,"Action, Sci-Fi",ONA,1,6.08,1348
23903,Tuzki: Love Assassin,"Comedy, Romance",ONA,1,6.08,309
25875,"Wake Up, Girl Zoo!",Comedy,ONA,10,6.07,3308
31362,Osiris no Tenbin,"Drama, Supernatural, Thriller",ONA,10,6.06,1447
31846,Puzzle &amp; Dragons CM,"Game, School",ONA,2,6.06,696
19133,Turning Girls,"Comedy, Slice of Life",ONA,7,6.06,4588
8176,Teinenpi Shoujo Haiji,Comedy,ONA,8,6.05,216
12157,Busou Chuugakusei: Basket Army,"Action, Military",ONA,5,6.04,4046
4130,Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,24,6.03,15734
17397,Cyclops Shoujo Saipuu,"Comedy, Ecchi, School, Slice of Life",ONA,12,6.02,15329
32695,Match Shoujo,,ONA,1,6.02,242
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,6.01,318
16636,Kotoura-san: Haruka no Heya,"Comedy, School",ONA,6,6.01,9641
8706,SOS TV Walpurgis Night Fever,"Comedy, Sci-Fi",ONA,11,6.01,422
8333,Kodomo no Keijijougaku,Fantasy,ONA,1,6.0,543
21641,Planet:Valkyrie,"Action, Music",ONA,1,6.0,883
1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,5.99,7674
8936,Melody,Drama,ONA,1,5.99,1018
28665,Nenga no Kizuna,Slice of Life,ONA,1,5.99,178
33508,Si Ling Bianma: Zhi Shijie Caozong Zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological",ONA,12,5.99,563
7466,Hashire!,Comedy,ONA,1,5.98,556
9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.98,6941
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,"Ecchi, Music",ONA,12,5.98,3384
10519,Mahou Shoujo Sonico★Magica,"Music, Parody",ONA,1,5.98,13266
4660,Yoshino no Hime,"Comedy, Fantasy, Historical, Slice of Life",ONA,1,5.98,339
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686
6721,Dark Side Cat,Action,ONA,6,5.96,1821
33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,Music,ONA,1,5.97,578
5260,Pankunchi,"Adventure, Kids",ONA,10,5.95,210
5842,Kotatsu Neko (ONA),Comedy,ONA,2,5.94,678
32954,Flying Witch Petit,"Comedy, Slice of Life, Supernatural",ONA,9,5.93,6769
23837,Meisou! Underworld,"Action, Supernatural, Thriller",ONA,1,5.93,1456
13255,Haru wa Kuru,Adventure,ONA,1,5.92,547
32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937
30358,Turnover,"School, Slice of Life",ONA,1,5.92,1150
8631,YanYan Machiko,"Comedy, Slice of Life",ONA,Unknown,5.92,368
30080,Inishie no Megami to Houseki no Ite,Action,ONA,1,5.9,143
27503,Karen Senki,"Action, Sci-Fi",ONA,11,5.9,8697
20705,Baka Misérables,"Music, Parody",ONA,3,5.89,169
574,Rean no Tsubasa,"Fantasy, Mecha, Sci-Fi",ONA,6,5.89,2228
33366,Toukiden 2,"Action, Demons",ONA,3,5.89,199
8526,Honey Tokyo,Sci-Fi,ONA,1,5.88,1410
12907,Sekiei Ayakashi Mangatan,"Fantasy, Historical, Supernatural",ONA,3,5.87,2615
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2,5.86,217
21775,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, Romance, School, Slice of Life",ONA,2,5.86,858
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.85,469
31467,Grendizer Giga,"Action, Mecha",ONA,1,5.84,207
33213,Onizushi,"Comedy, Demons",ONA,3,5.84,153
13041,Battle Break,"Action, Kids",ONA,1,5.83,189
33549,Mame-Mofu Collab Animation,Comedy,ONA,1,5.83,119
13427,PES: Peace Eco Smile,"Slice of Life, Space",ONA,7,5.82,2487
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,Comedy,ONA,1,5.81,2738
31377,Kataribe Shoujo Honoka,"Slice of Life, Supernatural",ONA,1,5.81,241
19469,Saiki Kusuo no Ψ-nan,"Comedy, School, Shounen, Supernatural",ONA,1,5.81,3584
31966,Sword Gai,"Action, Seinen, Supernatural",ONA,1,5.8,210
25873,Toukiden Kiwami,"Action, Fantasy, Martial Arts",ONA,1,5.79,518
30463,Kyoufu Shinbun (2014),"Demons, Fantasy, Horror, Supernatural",ONA,16,5.78,640
11661,Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",ONA,9,5.78,1031
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy, Parody",ONA,12,5.99,3251
32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,5.77,1771
11789,Wish Me Mell,"Fantasy, Kids, Magic",ONA,2,5.77,227
29822,Channel 5.5 2nd Season,"Comedy, Parody",ONA,4,5.76,277
4939,Macross Fufonfia,"Comedy, Parody",ONA,20,5.76,2189
21591,Wasure-boshi,"Fantasy, Music",ONA,1,5.75,451
23835,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
31618,Kanojo ga Kanji wo Suki na Riyuu.,"School, Slice of Life",ONA,2,5.71,449
20869,Nulu-chan to Boku,"Comedy, Fantasy",ONA,1,5.7,141
24437,World Fool News,"Comedy, Slice of Life",ONA,6,5.7,268
19925,KY Kei JC Kuukichan,"Comedy, School",ONA,6,5.69,394
32737,009 Re:Cyborg x Zip,"Comedy, Super Power",ONA,10,5.68,198
25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,ONA,1,5.68,155
25293,Futago no Mahoutsukai Lico to Gli,"Magic, Music",ONA,4,5.66,237
10258,Gokicha!!,Comedy,ONA,2,5.66,5615
7721,Meat or Die,"Adventure, Comedy",ONA,12,5.66,161
30766,Homé-Pato the Movie,Cars,ONA,1,5.65,217
9662,Timing,"Horror, Psychological",ONA,1,5.65,558
17697,Neon The Animation,"Comedy, Historical, Mecha, Police, Slice of Life",ONA,6,5.63,413
30324,Obake no Dokurou,"Kids, Supernatural",ONA,1,5.63,655
7504,Bologee Story,"Drama, Romance",ONA,1,5.62,336
8701,Apartment!,"Comedy, Slice of Life",ONA,1,5.61,819
10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,5.61,6167
22205,Be Blues! Ao ni Nare,"Shounen, Sports",ONA,1,5.6,154
20581,Nekketsu Tantei Jimusho,"Comedy, Mystery, Parody",ONA,5,5.59,229
31807,Sugio: Mori de Koi wo Shite,Comedy,ONA,3,5.59,101
7511,Worku,"Fantasy, Psychological",ONA,2,5.59,216
21471,Mirai Koushi Harima SACLA,"Music, Sci-Fi",ONA,1,5.58,577
24719,Shinrabanshou: Tenchi Shinmei no Shou,"Action, Fantasy, Shounen",ONA,1,5.58,326
24237,Surprise 4 U.,Sports,ONA,2,5.57,126
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Fantasy, Magic",ONA,1,5.56,223
13519,Organic,Comedy,ONA,1,5.56,183
6491,Scandal,"Music, Slice of Life",ONA,12,5.56,1062
10979,48x61,"Comedy, Sports",ONA,1,5.55,779
8682,Television,Horror,ONA,1,5.55,322
31624,Tomato ni Natta Otokonoko,Kids,ONA,1,5.54,190
33692,Shigeo wa Handsome,"Comedy, Drama",ONA,1,5.53,119
7423,The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,Fantasy,ONA,1,5.5,365
21107,Buddy Spirits,"Action, Mecha",ONA,1,5.49,343
17843,Inferno Cop: Fact Files,"Action, Comedy, Police",ONA,12,5.48,3846
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1,5.48,354
1725,Keitai Shoujo,"Comedy, Drama, Romance, School",ONA,6,5.46,3655
28717,Luigi&#039;s Toy Adventure,Adventure,ONA,1,5.46,455
25393,Master of Torque 2,"Action, Sci-Fi",ONA,1,5.45,329
7569,Idol Ace,Comedy,ONA,1,5.44,559
6318,Kigurumikku V3,"Comedy, Ecchi, Magic, Mecha, Parody",ONA,3,5.44,1181
31309,Balloon,Dementia,ONA,1,5.42,230
21607,Picotopia,"Fantasy, Music",ONA,1,5.42,547
10954,Toei Robot Girls,"Mecha, Parody, Sci-Fi",ONA,1,5.42,1208
32289,Anison Nippon,"Action, Sci-Fi",ONA,1,5.4,209
34324,Chiryokumaru,Action,ONA,1,5.4,817
14743,Nara Shika Monogatari,Comedy,ONA,1,5.4,228
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,Game,ONA,1,5.4,461
25377,TOTO Green Challenge,Slice of Life,ONA,1,5.4,115
21875,Chou Akuukan Bouheki Cheese Napolitan,Music,ONA,1,5.39,554
33693,Meitantei Gordon,"Comedy, Mystery",ONA,1,5.43,107
12865,Ai wa KAT-TUN,Comedy,ONA,5,5.38,1513
16389,Komachi to Dangorou,"Adventure, Comedy, Kids, Sci-Fi",ONA,2,5.38,215
15389,Kremlin,"Comedy, Seinen",ONA,5,5.38,458
11729,Space Neko Theater,Comedy,ONA,1,5.38,584
30105,Fukashigi no Kazoekata,Kids,ONA,1,5.37,143
31108,Green Dakara x Bakemono no Ko,Music,ONA,2,5.38,1086
31512,Love &amp; Gift,Slice of Life,ONA,1,5.37,155
8935,Nekketsu Uchuujin,"Comedy, Sci-Fi",ONA,1,5.37,832
32377,Azure Nihon Data Center,Action,ONA,1,5.33,350
33512,Animegatari x Ghost in the Shell Collab Eizou,"Comedy, Sci-Fi",ONA,1,5.33,580
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,"Comedy, Slice of Life",ONA,1,5.33,197
33493,Promised Town,"Action, Mecha, Sci-Fi",ONA,1,5.28,218
29173,Tensai Banpaku Opening,Dementia,ONA,1,5.28,242
11679,Chainsaw Maid,"Comedy, Horror, Supernatural, Thriller",ONA,1,5.27,2373
32291,Kakegae no,Drama,ONA,1,5.27,103
8958,Potecco Babies,Comedy,ONA,2,5.26,184
